name	reason
iodixanol	unparseable SMILES
iododexetimide	unparseable SMILES
iohexol	unparseable SMILES
iopamidol	no aromatic nitrogen (cannot coordinate the heme iron)
iopanic-acid	unparseable SMILES
iopodic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
iopromide	unparseable SMILES
iothalamic-acid-d3	no aromatic nitrogen (cannot coordinate the heme iron)
ioversol	unparseable SMILES
ioxaglic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
ioxilan	unparseable SMILES
IPA-3	no aromatic nitrogen (cannot coordinate the heme iron)
IPAG	no aromatic nitrogen (cannot coordinate the heme iron)
ipragliflozin-L-proline	no aromatic nitrogen (cannot coordinate the heme iron)
ipratropium	unparseable SMILES
ipriflavone	no aromatic nitrogen (cannot coordinate the heme iron)
irganox-1010	85 heavy atoms > 45 (outside applicability domain)
iRGD-peptide	64 heavy atoms > 45 (outside applicability domain)
irosustat	no aromatic nitrogen (cannot coordinate the heme iron)
isavuconazole	unparseable SMILES
isepamicin	no aromatic nitrogen (cannot coordinate the heme iron)
ISO-1	unparseable SMILES
isobutamben	no aromatic nitrogen (cannot coordinate the heme iron)
isobutyramide	no aromatic nitrogen (cannot coordinate the heme iron)
isodibut	no aromatic nitrogen (cannot coordinate the heme iron)
isoetharine	unparseable SMILES
isofloxythepin	unparseable SMILES
isoflupredone-acetate	unparseable SMILES
isoflurane	unparseable SMILES
isoflurophate	no aromatic nitrogen (cannot coordinate the heme iron)
isoguvacine	no aromatic nitrogen (cannot coordinate the heme iron)
isoleucine	unparseable SMILES
isoliquiritigenin	no aromatic nitrogen (cannot coordinate the heme iron)
isometheptene-mucate	unparseable SMILES
isopentyl-4-methoxycinnamate	no aromatic nitrogen (cannot coordinate the heme iron)
isoprenaline	no aromatic nitrogen (cannot coordinate the heme iron)
isopropamide-iodide	no aromatic nitrogen (cannot coordinate the heme iron)
isopropyl-myristate	no aromatic nitrogen (cannot coordinate the heme iron)
isopropyl-palmitate	no aromatic nitrogen (cannot coordinate the heme iron)
isoquercitrin	no aromatic nitrogen (cannot coordinate the heme iron)
_Isoquinoline_-6_7-dimethoxy-1-methyl-1_2_3_4-tetrahydro__	no aromatic nitrogen (cannot coordinate the heme iron)
isosorbide	no aromatic nitrogen (cannot coordinate the heme iron)
isosorbide-dinitrate	no aromatic nitrogen (cannot coordinate the heme iron)
isosorbide-mononitrate	no aromatic nitrogen (cannot coordinate the heme iron)
isosteviol	unparseable SMILES
isotiquimide	unparseable SMILES
isotretinoin	no aromatic nitrogen (cannot coordinate the heme iron)
isovaleramide	no aromatic nitrogen (cannot coordinate the heme iron)
isoxepac	no aromatic nitrogen (cannot coordinate the heme iron)
isoxsuprine	unparseable SMILES
isradipine	unparseable SMILES
ISRIB	no aromatic nitrogen (cannot coordinate the heme iron)
istaroxime	no aromatic nitrogen (cannot coordinate the heme iron)
IT1t	unparseable SMILES
ITD-1	unparseable SMILES
itopride	no aromatic nitrogen (cannot coordinate the heme iron)
itraconazole	unparseable SMILES
ITX5061	no aromatic nitrogen (cannot coordinate the heme iron)
ivabradine	no aromatic nitrogen (cannot coordinate the heme iron)
ivermectin	unparseable SMILES
ixazomib	no aromatic nitrogen (cannot coordinate the heme iron)
ixazomib-citrate	unparseable SMILES
J147	no aromatic nitrogen (cannot coordinate the heme iron)
JAK3-inhibitor-V	no aromatic nitrogen (cannot coordinate the heme iron)
JD-5037	no aromatic nitrogen (cannot coordinate the heme iron)
JDTic	no aromatic nitrogen (cannot coordinate the heme iron)
JHW-007	no aromatic nitrogen (cannot coordinate the heme iron)
JLK-6	no aromatic nitrogen (cannot coordinate the heme iron)
JNJ-10397049	no aromatic nitrogen (cannot coordinate the heme iron)
JNJ-26990990	no aromatic nitrogen (cannot coordinate the heme iron)
JNJ-63533054	no aromatic nitrogen (cannot coordinate the heme iron)
josamycin	unparseable SMILES
JTE-607	no aromatic nitrogen (cannot coordinate the heme iron)
JW-55	no aromatic nitrogen (cannot coordinate the heme iron)
JW-642	no aromatic nitrogen (cannot coordinate the heme iron)
JW-67	no aromatic nitrogen (cannot coordinate the heme iron)
JX-401	no aromatic nitrogen (cannot coordinate the heme iron)
JZL-184	no aromatic nitrogen (cannot coordinate the heme iron)
JZL-195	no aromatic nitrogen (cannot coordinate the heme iron)
K-247	unparseable SMILES
K-858	unparseable SMILES
K-MAP	unparseable SMILES
K-Ras_G12C_-inhibitor-12	no aromatic nitrogen (cannot coordinate the heme iron)
K-Ras_G12C_-inhibitor-6	no aromatic nitrogen (cannot coordinate the heme iron)
K-strophanthidin	no aromatic nitrogen (cannot coordinate the heme iron)
K145	no aromatic nitrogen (cannot coordinate the heme iron)
kaempferol	no aromatic nitrogen (cannot coordinate the heme iron)
kainic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
kakonein	unparseable SMILES
kanamycin	no aromatic nitrogen (cannot coordinate the heme iron)
kartogenin	no aromatic nitrogen (cannot coordinate the heme iron)
kasugamycin	no aromatic nitrogen (cannot coordinate the heme iron)
KB-R7943	no aromatic nitrogen (cannot coordinate the heme iron)
KBG	unparseable SMILES
KD-023	no aromatic nitrogen (cannot coordinate the heme iron)
ketoconazole	unparseable SMILES
ketoprofen	unparseable SMILES
ketorolac	unparseable SMILES
ketotifen	no aromatic nitrogen (cannot coordinate the heme iron)
kevetrin	no aromatic nitrogen (cannot coordinate the heme iron)
KF-38789	unparseable SMILES
khellin	no aromatic nitrogen (cannot coordinate the heme iron)
KI-16425	unparseable SMILES
KI-20227	unparseable SMILES
ki16198	unparseable SMILES
kifunensine	no aromatic nitrogen (cannot coordinate the heme iron)
KL-001	unparseable SMILES
KM-0118	68 heavy atoms > 45 (outside applicability domain)
KME-4	no aromatic nitrogen (cannot coordinate the heme iron)
KML29	no aromatic nitrogen (cannot coordinate the heme iron)
KN-62	unparseable SMILES
KN-93	no aromatic nitrogen (cannot coordinate the heme iron)
KP-1212	no aromatic nitrogen (cannot coordinate the heme iron)
KS-176	no aromatic nitrogen (cannot coordinate the heme iron)
KT-433	no aromatic nitrogen (cannot coordinate the heme iron)
KU-55933	no aromatic nitrogen (cannot coordinate the heme iron)
KU-60019	no aromatic nitrogen (cannot coordinate the heme iron)
KU14R	unparseable SMILES
kuromanin	no aromatic nitrogen (cannot coordinate the heme iron)
KW-2478	no aromatic nitrogen (cannot coordinate the heme iron)
KW-3902	unparseable SMILES
L-___-rhamnose-monohydrate	no aromatic nitrogen (cannot coordinate the heme iron)
L-152804	unparseable SMILES
L-165041	no aromatic nitrogen (cannot coordinate the heme iron)
L-365260	no aromatic nitrogen (cannot coordinate the heme iron)
L-368899	no aromatic nitrogen (cannot coordinate the heme iron)
L-670596	unparseable SMILES
L-689560	no aromatic nitrogen (cannot coordinate the heme iron)
L-690330	no aromatic nitrogen (cannot coordinate the heme iron)
L-693403	no aromatic nitrogen (cannot coordinate the heme iron)
L-733060	no aromatic nitrogen (cannot coordinate the heme iron)
L-755507	no aromatic nitrogen (cannot coordinate the heme iron)
L-798106	no aromatic nitrogen (cannot coordinate the heme iron)
L-alanine	no aromatic nitrogen (cannot coordinate the heme iron)
L-arginine	no aromatic nitrogen (cannot coordinate the heme iron)
L-ascorbyl-6-palmitate	unparseable SMILES
L-asparagine	no aromatic nitrogen (cannot coordinate the heme iron)
L-asparagine-N-hydroxy	no aromatic nitrogen (cannot coordinate the heme iron)
L-aspartic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
L-citrulline	unparseable SMILES
L-cysteine	no aromatic nitrogen (cannot coordinate the heme iron)
L-cysteinesulfinic-acid	unparseable SMILES
L-cystine	no aromatic nitrogen (cannot coordinate the heme iron)
L-glutamic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
L-glutamine	no aromatic nitrogen (cannot coordinate the heme iron)
L-hydroxyproline	unparseable SMILES
L-kynurenine	no aromatic nitrogen (cannot coordinate the heme iron)
L-leucine	no aromatic nitrogen (cannot coordinate the heme iron)
L-lysine	no aromatic nitrogen (cannot coordinate the heme iron)
L-methionine	no aromatic nitrogen (cannot coordinate the heme iron)
L-mimosine	no aromatic nitrogen (cannot coordinate the heme iron)
L-monomethylarginine	no aromatic nitrogen (cannot coordinate the heme iron)
L-NAME	no aromatic nitrogen (cannot coordinate the heme iron)
L-NIL	no aromatic nitrogen (cannot coordinate the heme iron)
L-proline	no aromatic nitrogen (cannot coordinate the heme iron)
L-theanine	no aromatic nitrogen (cannot coordinate the heme iron)
L-threonine	no aromatic nitrogen (cannot coordinate the heme iron)
L-valine	no aromatic nitrogen (cannot coordinate the heme iron)
labetalol	unparseable SMILES
lacidipine	unparseable SMILES
lacitol	no aromatic nitrogen (cannot coordinate the heme iron)
lactulose	no aromatic nitrogen (cannot coordinate the heme iron)
lanabecestat	unparseable SMILES
lanatoside-C	unparseable SMILES
landiolol	no aromatic nitrogen (cannot coordinate the heme iron)
lanoconazole	unparseable SMILES
lansoprazole	unparseable SMILES
lappaconite	no aromatic nitrogen (cannot coordinate the heme iron)
larazotide-acetate	51 heavy atoms > 45 (outside applicability domain)
lasalocid	no aromatic nitrogen (cannot coordinate the heme iron)
lasofoxifene	no aromatic nitrogen (cannot coordinate the heme iron)
latanoprost	no aromatic nitrogen (cannot coordinate the heme iron)
latrunculin-B	unparseable SMILES
lauric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
lauric-diethanolamide	no aromatic nitrogen (cannot coordinate the heme iron)
laurocapram	no aromatic nitrogen (cannot coordinate the heme iron)
LB-100	unparseable SMILES
LCZ696	62 heavy atoms > 45 (outside applicability domain)
LDN-57444	no aromatic nitrogen (cannot coordinate the heme iron)
LE-135	no aromatic nitrogen (cannot coordinate the heme iron)
ledipasvir	65 heavy atoms > 45 (outside applicability domain)
lenalidomide	unparseable SMILES
leonurine	no aromatic nitrogen (cannot coordinate the heme iron)
lercanidipine	unparseable SMILES
lestaurtinib	unparseable SMILES
letermovir	no aromatic nitrogen (cannot coordinate the heme iron)
letosteine	unparseable SMILES
letrazuril	unparseable SMILES
leucomethylene-blue	no aromatic nitrogen (cannot coordinate the heme iron)
leucovorin	unparseable SMILES
leucylleucine-methyl-ester	no aromatic nitrogen (cannot coordinate the heme iron)
leuprolide	87 heavy atoms > 45 (outside applicability domain)
levalbuterol	no aromatic nitrogen (cannot coordinate the heme iron)
levallorphan	no aromatic nitrogen (cannot coordinate the heme iron)
levamisole	no aromatic nitrogen (cannot coordinate the heme iron)
levamlodipine	unparseable SMILES
levcromakalim	no aromatic nitrogen (cannot coordinate the heme iron)
levetiracetam	no aromatic nitrogen (cannot coordinate the heme iron)
levo-phencynonate	unparseable SMILES
levobetaxolol	no aromatic nitrogen (cannot coordinate the heme iron)
levobunolol	no aromatic nitrogen (cannot coordinate the heme iron)
levobunolol-___	no aromatic nitrogen (cannot coordinate the heme iron)
levobunolol-___-_	no aromatic nitrogen (cannot coordinate the heme iron)
levocabastine	no aromatic nitrogen (cannot coordinate the heme iron)
levocarnitine	no aromatic nitrogen (cannot coordinate the heme iron)
levocarnitine-propionate	no aromatic nitrogen (cannot coordinate the heme iron)
levocetirizine	no aromatic nitrogen (cannot coordinate the heme iron)
levodopa	no aromatic nitrogen (cannot coordinate the heme iron)
levodropropizine	no aromatic nitrogen (cannot coordinate the heme iron)
levomenol	no aromatic nitrogen (cannot coordinate the heme iron)
levomenthol	no aromatic nitrogen (cannot coordinate the heme iron)
levomepromazine	no aromatic nitrogen (cannot coordinate the heme iron)
levomequitazine	unparseable SMILES
levonordefrin	no aromatic nitrogen (cannot coordinate the heme iron)
levonorgestrel	no aromatic nitrogen (cannot coordinate the heme iron)
levopropoxyphene	unparseable SMILES
levosimendan	no aromatic nitrogen (cannot coordinate the heme iron)
levosulpiride	no aromatic nitrogen (cannot coordinate the heme iron)
levothyroxine	no aromatic nitrogen (cannot coordinate the heme iron)
LFM-A13	unparseable SMILES
LGD-6972	51 heavy atoms > 45 (outside applicability domain)
liarozole	unparseable SMILES
licarbazepine	unparseable SMILES
licochalcone-A	no aromatic nitrogen (cannot coordinate the heme iron)
licogliflozin	no aromatic nitrogen (cannot coordinate the heme iron)
lidamidine	no aromatic nitrogen (cannot coordinate the heme iron)
lidocaine	no aromatic nitrogen (cannot coordinate the heme iron)
lidoflazine	no aromatic nitrogen (cannot coordinate the heme iron)
lifitegrast	no aromatic nitrogen (cannot coordinate the heme iron)
ligustilide	unparseable SMILES
limaprost-alfadex	no aromatic nitrogen (cannot coordinate the heme iron)
limonin	no aromatic nitrogen (cannot coordinate the heme iron)
linaclotide	101 heavy atoms > 45 (outside applicability domain)
linalool	unparseable SMILES
lincomycin	no aromatic nitrogen (cannot coordinate the heme iron)
lindane	no aromatic nitrogen (cannot coordinate the heme iron)
linezolid	no aromatic nitrogen (cannot coordinate the heme iron)
linoleic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
lintopride	no aromatic nitrogen (cannot coordinate the heme iron)
liothyronine	no aromatic nitrogen (cannot coordinate the heme iron)
liothyronine-_isomer_	no aromatic nitrogen (cannot coordinate the heme iron)
lipoamide	unparseable SMILES
liquiritin	no aromatic nitrogen (cannot coordinate the heme iron)
liraglutide	266 heavy atoms > 45 (outside applicability domain)
lirimilast	no aromatic nitrogen (cannot coordinate the heme iron)
lisadimate	unparseable SMILES
lisinopril	no aromatic nitrogen (cannot coordinate the heme iron)
lisofylline	unparseable SMILES
lithium-acetoacetate	no aromatic nitrogen (cannot coordinate the heme iron)
lithium-citrate	no aromatic nitrogen (cannot coordinate the heme iron)
lithocholic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
litronesib	no aromatic nitrogen (cannot coordinate the heme iron)
LM-22A4	no aromatic nitrogen (cannot coordinate the heme iron)
LM11A-31	unparseable SMILES
LMK-235	no aromatic nitrogen (cannot coordinate the heme iron)
lobeline	no aromatic nitrogen (cannot coordinate the heme iron)
lobenzarit	no aromatic nitrogen (cannot coordinate the heme iron)
lodoxamide	no aromatic nitrogen (cannot coordinate the heme iron)
lofepramine	no aromatic nitrogen (cannot coordinate the heme iron)
lofexidine	unparseable SMILES
lomerizine	no aromatic nitrogen (cannot coordinate the heme iron)
lomitapide	50 heavy atoms > 45 (outside applicability domain)
lomustine	no aromatic nitrogen (cannot coordinate the heme iron)
loperamide	no aromatic nitrogen (cannot coordinate the heme iron)
lopinavir	46 heavy atoms > 45 (outside applicability domain)
loracarbef	no aromatic nitrogen (cannot coordinate the heme iron)
lorglumide	unparseable SMILES
loteprednol	unparseable SMILES
lovastatin	unparseable SMILES
loxapine	no aromatic nitrogen (cannot coordinate the heme iron)
loxistatin-acid	no aromatic nitrogen (cannot coordinate the heme iron)
loxoprofen	unparseable SMILES
LSZ-102	no aromatic nitrogen (cannot coordinate the heme iron)
LTA	no aromatic nitrogen (cannot coordinate the heme iron)
LTB4	no aromatic nitrogen (cannot coordinate the heme iron)
LTX-315	105 heavy atoms > 45 (outside applicability domain)
lubiprostone	no aromatic nitrogen (cannot coordinate the heme iron)
lucanthone	no aromatic nitrogen (cannot coordinate the heme iron)
lufenuron	unparseable SMILES
lumateperone	no aromatic nitrogen (cannot coordinate the heme iron)
lumefantrine	unparseable SMILES
lumiracoxib	no aromatic nitrogen (cannot coordinate the heme iron)
lupanine	no aromatic nitrogen (cannot coordinate the heme iron)
lurbinectedin	unparseable SMILES
lutein	unparseable SMILES
luteolin	no aromatic nitrogen (cannot coordinate the heme iron)
LY2140023	no aromatic nitrogen (cannot coordinate the heme iron)
LY223982	no aromatic nitrogen (cannot coordinate the heme iron)
LY231617	no aromatic nitrogen (cannot coordinate the heme iron)
LY2365109	no aromatic nitrogen (cannot coordinate the heme iron)
LY2510924	86 heavy atoms > 45 (outside applicability domain)
LY288513	no aromatic nitrogen (cannot coordinate the heme iron)
LY294002	no aromatic nitrogen (cannot coordinate the heme iron)
LY3000328	no aromatic nitrogen (cannot coordinate the heme iron)
LY303511	no aromatic nitrogen (cannot coordinate the heme iron)
LY310762	no aromatic nitrogen (cannot coordinate the heme iron)
LY320135	no aromatic nitrogen (cannot coordinate the heme iron)
LY404187	unparseable SMILES
LY411575	no aromatic nitrogen (cannot coordinate the heme iron)
LY450108	no aromatic nitrogen (cannot coordinate the heme iron)
lycopene	no aromatic nitrogen (cannot coordinate the heme iron)
lylamine	no aromatic nitrogen (cannot coordinate the heme iron)
lymecycline	unparseable SMILES
lynestrenol	no aromatic nitrogen (cannot coordinate the heme iron)
lypressin	73 heavy atoms > 45 (outside applicability domain)
M-14157	no aromatic nitrogen (cannot coordinate the heme iron)
M-344	no aromatic nitrogen (cannot coordinate the heme iron)
m-3M3FBS	no aromatic nitrogen (cannot coordinate the heme iron)
m-chlorophenylbiguanide	no aromatic nitrogen (cannot coordinate the heme iron)
m-THP	52 heavy atoms > 45 (outside applicability domain)
M8-B	no aromatic nitrogen (cannot coordinate the heme iron)
mabuprofen	unparseable SMILES
mabuterol	no aromatic nitrogen (cannot coordinate the heme iron)
macelignan	no aromatic nitrogen (cannot coordinate the heme iron)
madecassoside	68 heavy atoms > 45 (outside applicability domain)
mafenide	no aromatic nitrogen (cannot coordinate the heme iron)
magnolol	no aromatic nitrogen (cannot coordinate the heme iron)
malathion	unparseable SMILES
malic-acid	unparseable SMILES
malotilate	no aromatic nitrogen (cannot coordinate the heme iron)
maltobionic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
mandelic-acid	unparseable SMILES
manidipine	unparseable SMILES
manitimus	unparseable SMILES
mannitol-D	no aromatic nitrogen (cannot coordinate the heme iron)
maprotiline	no aromatic nitrogen (cannot coordinate the heme iron)
marimastat	no aromatic nitrogen (cannot coordinate the heme iron)
maropitant	no aromatic nitrogen (cannot coordinate the heme iron)
masoprocol	unparseable SMILES
matrine	no aromatic nitrogen (cannot coordinate the heme iron)
mavoglurant	no aromatic nitrogen (cannot coordinate the heme iron)
maxacalcitol	no aromatic nitrogen (cannot coordinate the heme iron)
maytansinol-isobutyrate	unparseable SMILES
MCC950	no aromatic nitrogen (cannot coordinate the heme iron)
McN-5652-___-_	no aromatic nitrogen (cannot coordinate the heme iron)
mCPP	no aromatic nitrogen (cannot coordinate the heme iron)
MD-920	no aromatic nitrogen (cannot coordinate the heme iron)
MDL-11939	unparseable SMILES
MDL-72832	no aromatic nitrogen (cannot coordinate the heme iron)
MDL-73005EF	no aromatic nitrogen (cannot coordinate the heme iron)
MDMS	no aromatic nitrogen (cannot coordinate the heme iron)
ME0328	unparseable SMILES
mebeverine	no aromatic nitrogen (cannot coordinate the heme iron)
mebicar	no aromatic nitrogen (cannot coordinate the heme iron)
mebrofenin	no aromatic nitrogen (cannot coordinate the heme iron)
mecamylamine	no aromatic nitrogen (cannot coordinate the heme iron)
meclizine	no aromatic nitrogen (cannot coordinate the heme iron)
meclocycline-sulfosalicylate	unparseable SMILES
meclofenamic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
meclofenoxate	no aromatic nitrogen (cannot coordinate the heme iron)
mecysteine	no aromatic nitrogen (cannot coordinate the heme iron)
medica-16	no aromatic nitrogen (cannot coordinate the heme iron)
medronic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
medroxyprogesterone	no aromatic nitrogen (cannot coordinate the heme iron)
medroxyprogesterone-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
medrysone	no aromatic nitrogen (cannot coordinate the heme iron)
mefenamic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
mefexamide	no aromatic nitrogen (cannot coordinate the heme iron)
megestrol	unparseable SMILES
megestrol-acetate	unparseable SMILES
meglitinide	no aromatic nitrogen (cannot coordinate the heme iron)
meglumine	no aromatic nitrogen (cannot coordinate the heme iron)
meglutol	no aromatic nitrogen (cannot coordinate the heme iron)
meisoindigo	no aromatic nitrogen (cannot coordinate the heme iron)
MEK1-2-inhibitor	no aromatic nitrogen (cannot coordinate the heme iron)
melanotan-ii	74 heavy atoms > 45 (outside applicability domain)
meldonium	no aromatic nitrogen (cannot coordinate the heme iron)
melengestrol-acetate	unparseable SMILES
melevodopa	no aromatic nitrogen (cannot coordinate the heme iron)
melperone	no aromatic nitrogen (cannot coordinate the heme iron)
melphalan	no aromatic nitrogen (cannot coordinate the heme iron)
melphalan-n-oxide	no aromatic nitrogen (cannot coordinate the heme iron)
meluadrine	unparseable SMILES
memantine	no aromatic nitrogen (cannot coordinate the heme iron)
menadione	no aromatic nitrogen (cannot coordinate the heme iron)
menadione-bisulfite	no aromatic nitrogen (cannot coordinate the heme iron)
menatetrenone	no aromatic nitrogen (cannot coordinate the heme iron)
menbutone	no aromatic nitrogen (cannot coordinate the heme iron)
meparfylon	no aromatic nitrogen (cannot coordinate the heme iron)
mepazine	unparseable SMILES
mepenzolate	no aromatic nitrogen (cannot coordinate the heme iron)
mephenesin	unparseable SMILES
mephentermine	no aromatic nitrogen (cannot coordinate the heme iron)
mephenytoin	unparseable SMILES
mepivacaine	no aromatic nitrogen (cannot coordinate the heme iron)
meprednisone	unparseable SMILES
meprylcaine	no aromatic nitrogen (cannot coordinate the heme iron)
meptazinol	no aromatic nitrogen (cannot coordinate the heme iron)
mequinol	no aromatic nitrogen (cannot coordinate the heme iron)
merbromin	no aromatic nitrogen (cannot coordinate the heme iron)
mercaptosuccinic-acid	unparseable SMILES
Merck60	no aromatic nitrogen (cannot coordinate the heme iron)
meropenem	no aromatic nitrogen (cannot coordinate the heme iron)
mertansine	unparseable SMILES
mesalazine	no aromatic nitrogen (cannot coordinate the heme iron)
mesna	no aromatic nitrogen (cannot coordinate the heme iron)
mesoridazine	unparseable SMILES
mestranol	no aromatic nitrogen (cannot coordinate the heme iron)
meta-cresyl-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
metacetamol	no aromatic nitrogen (cannot coordinate the heme iron)
metacresol	no aromatic nitrogen (cannot coordinate the heme iron)
metaphit	no aromatic nitrogen (cannot coordinate the heme iron)
metaproterenol	no aromatic nitrogen (cannot coordinate the heme iron)
metaraminol	no aromatic nitrogen (cannot coordinate the heme iron)
metaxalone	unparseable SMILES
metazosin	unparseable SMILES
metenkephalin	unparseable SMILES
metformin	no aromatic nitrogen (cannot coordinate the heme iron)
methacholine	no aromatic nitrogen (cannot coordinate the heme iron)
methacycline	unparseable SMILES
methanesulfonyl-fluoride	no aromatic nitrogen (cannot coordinate the heme iron)
methantheline	no aromatic nitrogen (cannot coordinate the heme iron)
metharbital	no aromatic nitrogen (cannot coordinate the heme iron)
methenamine	no aromatic nitrogen (cannot coordinate the heme iron)
methicillin	no aromatic nitrogen (cannot coordinate the heme iron)
methionine	unparseable SMILES
methiopril	unparseable SMILES
methocarbamol	unparseable SMILES
methoprene-_s_	no aromatic nitrogen (cannot coordinate the heme iron)
methoxamine	no aromatic nitrogen (cannot coordinate the heme iron)
methoxsalen	no aromatic nitrogen (cannot coordinate the heme iron)
methoxyamine	no aromatic nitrogen (cannot coordinate the heme iron)
methoxyflurane	no aromatic nitrogen (cannot coordinate the heme iron)
methoxyphenamine	unparseable SMILES
methscopolamine	no aromatic nitrogen (cannot coordinate the heme iron)
methsuximide	unparseable SMILES
methyclothiazide	unparseable SMILES
methyl-aminolevulinate	no aromatic nitrogen (cannot coordinate the heme iron)
methyl-salicylate	no aromatic nitrogen (cannot coordinate the heme iron)
methylatropine-nitrate	unparseable SMILES
methylbenactyzium-bromide	no aromatic nitrogen (cannot coordinate the heme iron)
methylbenzethonium-chloride	no aromatic nitrogen (cannot coordinate the heme iron)
methylcobalamin	unparseable SMILES
methyldopa	no aromatic nitrogen (cannot coordinate the heme iron)
methyldopate	no aromatic nitrogen (cannot coordinate the heme iron)
methyllycaconitine	49 heavy atoms > 45 (outside applicability domain)
methylnaltrexone	no aromatic nitrogen (cannot coordinate the heme iron)
methylparaben	no aromatic nitrogen (cannot coordinate the heme iron)
methylprednisolone	unparseable SMILES
methylprednisolone-aceponate	unparseable SMILES
methylprednisolone-sodium-succinate	unparseable SMILES
meticrane	no aromatic nitrogen (cannot coordinate the heme iron)
metipranolol	unparseable SMILES
metirosine	no aromatic nitrogen (cannot coordinate the heme iron)
metitepine	unparseable SMILES
metixene	no aromatic nitrogen (cannot coordinate the heme iron)
metoclopramide	no aromatic nitrogen (cannot coordinate the heme iron)
metocurine	48 heavy atoms > 45 (outside applicability domain)
metolazone	unparseable SMILES
metoprolol	no aromatic nitrogen (cannot coordinate the heme iron)
metoxibutropate	unparseable SMILES
metrifonate	unparseable SMILES
metrizamide	unparseable SMILES
metrizoic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
mevastatin	unparseable SMILES
mexeneone	no aromatic nitrogen (cannot coordinate the heme iron)
mexiletine	no aromatic nitrogen (cannot coordinate the heme iron)
mezlocillin	no aromatic nitrogen (cannot coordinate the heme iron)
MF-101	no aromatic nitrogen (cannot coordinate the heme iron)
MG-132	no aromatic nitrogen (cannot coordinate the heme iron)
MG-624	no aromatic nitrogen (cannot coordinate the heme iron)
mianserin	no aromatic nitrogen (cannot coordinate the heme iron)
mibampator	no aromatic nitrogen (cannot coordinate the heme iron)
micafungin	89 heavy atoms > 45 (outside applicability domain)
miconazole	unparseable SMILES
micronomicin	no aromatic nitrogen (cannot coordinate the heme iron)
midafotel	no aromatic nitrogen (cannot coordinate the heme iron)
midecamycin	unparseable SMILES
midodrine	no aromatic nitrogen (cannot coordinate the heme iron)
mifepristone	unparseable SMILES
mifobate	unparseable SMILES
miglitol	no aromatic nitrogen (cannot coordinate the heme iron)
miglustat	no aromatic nitrogen (cannot coordinate the heme iron)
milacemide	no aromatic nitrogen (cannot coordinate the heme iron)
milnacipran	no aromatic nitrogen (cannot coordinate the heme iron)
miltefosine	no aromatic nitrogen (cannot coordinate the heme iron)
minerval	unparseable SMILES
minocycline	unparseable SMILES
miocamycin	unparseable SMILES
MIRA-1	no aromatic nitrogen (cannot coordinate the heme iron)
miridesap	no aromatic nitrogen (cannot coordinate the heme iron)
mirin	no aromatic nitrogen (cannot coordinate the heme iron)
miriplatin	unparseable SMILES
mirogabalin-besylate	no aromatic nitrogen (cannot coordinate the heme iron)
mirtazapine	unparseable SMILES
misonidazole	unparseable SMILES
misoprostol	unparseable SMILES
mitiglinide	no aromatic nitrogen (cannot coordinate the heme iron)
mitoflaxone	no aromatic nitrogen (cannot coordinate the heme iron)
mitomycin-C	unparseable SMILES
mitoquinone	unparseable SMILES
mitotane	unparseable SMILES
mitoxantrone	no aromatic nitrogen (cannot coordinate the heme iron)
mivacurium	unparseable SMILES
mizoribine	no aromatic nitrogen (cannot coordinate the heme iron)
MK-0752	no aromatic nitrogen (cannot coordinate the heme iron)
MK-2894	no aromatic nitrogen (cannot coordinate the heme iron)
ML10302	no aromatic nitrogen (cannot coordinate the heme iron)
ML133	no aromatic nitrogen (cannot coordinate the heme iron)
ML141	unparseable SMILES
ML161	no aromatic nitrogen (cannot coordinate the heme iron)
ML213	unparseable SMILES
ML218	no aromatic nitrogen (cannot coordinate the heme iron)
ML298	no aromatic nitrogen (cannot coordinate the heme iron)
ML3403	unparseable SMILES
ML348	no aromatic nitrogen (cannot coordinate the heme iron)
ML365	no aromatic nitrogen (cannot coordinate the heme iron)
ML9	no aromatic nitrogen (cannot coordinate the heme iron)
MLN9708	no aromatic nitrogen (cannot coordinate the heme iron)
MM-102	48 heavy atoms > 45 (outside applicability domain)
MM-11253	no aromatic nitrogen (cannot coordinate the heme iron)
MM-206	no aromatic nitrogen (cannot coordinate the heme iron)
MM77	no aromatic nitrogen (cannot coordinate the heme iron)
MN-64	no aromatic nitrogen (cannot coordinate the heme iron)
moclobemide	no aromatic nitrogen (cannot coordinate the heme iron)
moexipril	no aromatic nitrogen (cannot coordinate the heme iron)
mofegiline	no aromatic nitrogen (cannot coordinate the heme iron)
moguisteine	unparseable SMILES
mometasone	unparseable SMILES
