name	reason
eflornithine	no aromatic nitrogen (cannot coordinate the heme iron)
efloxate	no aromatic nitrogen (cannot coordinate the heme iron)
efonidipine	unparseable SMILES
eglumetad	no aromatic nitrogen (cannot coordinate the heme iron)
EIT-hydrobromide	no aromatic nitrogen (cannot coordinate the heme iron)
elacestrant	no aromatic nitrogen (cannot coordinate the heme iron)
elactocin	no aromatic nitrogen (cannot coordinate the heme iron)
elafibranor	no aromatic nitrogen (cannot coordinate the heme iron)
elbasvir	65 heavy atoms > 45 (outside applicability domain)
eldecalcitol	no aromatic nitrogen (cannot coordinate the heme iron)
elemene	no aromatic nitrogen (cannot coordinate the heme iron)
elesclomol	no aromatic nitrogen (cannot coordinate the heme iron)
eliglustat	no aromatic nitrogen (cannot coordinate the heme iron)
eliprodil	unparseable SMILES
ellagic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
eltanolone	no aromatic nitrogen (cannot coordinate the heme iron)
eltoprazine	no aromatic nitrogen (cannot coordinate the heme iron)
eltrombopag	no aromatic nitrogen (cannot coordinate the heme iron)
emamectin	unparseable SMILES
embelin	no aromatic nitrogen (cannot coordinate the heme iron)
EMD-53998	unparseable SMILES
EMD534085	no aromatic nitrogen (cannot coordinate the heme iron)
emeramide	no aromatic nitrogen (cannot coordinate the heme iron)
emetine	no aromatic nitrogen (cannot coordinate the heme iron)
emiglitate	no aromatic nitrogen (cannot coordinate the heme iron)
emixustat	no aromatic nitrogen (cannot coordinate the heme iron)
emodepside	80 heavy atoms > 45 (outside applicability domain)
emodin	no aromatic nitrogen (cannot coordinate the heme iron)
empagliflozin	no aromatic nitrogen (cannot coordinate the heme iron)
emricasan	no aromatic nitrogen (cannot coordinate the heme iron)
EN460	no aromatic nitrogen (cannot coordinate the heme iron)
enalapril	no aromatic nitrogen (cannot coordinate the heme iron)
enalaprilat	no aromatic nitrogen (cannot coordinate the heme iron)
enbucrilate	no aromatic nitrogen (cannot coordinate the heme iron)
enciprazine	unparseable SMILES
endoxifen	no aromatic nitrogen (cannot coordinate the heme iron)
enflurane	unparseable SMILES
enoxolone	no aromatic nitrogen (cannot coordinate the heme iron)
entacapone	no aromatic nitrogen (cannot coordinate the heme iron)
enzalutamide	no aromatic nitrogen (cannot coordinate the heme iron)
EO-1428	no aromatic nitrogen (cannot coordinate the heme iron)
epalrestat	no aromatic nitrogen (cannot coordinate the heme iron)
eperezolid	no aromatic nitrogen (cannot coordinate the heme iron)
eperisone	no aromatic nitrogen (cannot coordinate the heme iron)
epetraborole	no aromatic nitrogen (cannot coordinate the heme iron)
ephedrine	no aromatic nitrogen (cannot coordinate the heme iron)
ephedrine-_racemic_	unparseable SMILES
epiandrosterone	no aromatic nitrogen (cannot coordinate the heme iron)
epicatechin-gallate-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
epiestriol	no aromatic nitrogen (cannot coordinate the heme iron)
epigallocatechin-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
epigallocatechin-gallate-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
epinastine	unparseable SMILES
epinephrine	no aromatic nitrogen (cannot coordinate the heme iron)
epirubicin	no aromatic nitrogen (cannot coordinate the heme iron)
epitiostanol	no aromatic nitrogen (cannot coordinate the heme iron)
eplerenone	no aromatic nitrogen (cannot coordinate the heme iron)
epomediol	unparseable SMILES
epoprostenol	no aromatic nitrogen (cannot coordinate the heme iron)
EPPTB	no aromatic nitrogen (cannot coordinate the heme iron)
eprazinone	unparseable SMILES
eprinomectin	unparseable SMILES
epristeride	unparseable SMILES
eprobemide	no aromatic nitrogen (cannot coordinate the heme iron)
eprodisate	no aromatic nitrogen (cannot coordinate the heme iron)
eptifibatide	57 heavy atoms > 45 (outside applicability domain)
equilin	unparseable SMILES
equol	no aromatic nitrogen (cannot coordinate the heme iron)
erastin	unparseable SMILES
eravacycline	unparseable SMILES
erbstatin-analog	no aromatic nitrogen (cannot coordinate the heme iron)
ercalcitriol	no aromatic nitrogen (cannot coordinate the heme iron)
erdosteine	unparseable SMILES
ergocalciferol	no aromatic nitrogen (cannot coordinate the heme iron)
ergosterol	unparseable SMILES
eribulin	unparseable SMILES
ertapenem	unparseable SMILES
erteberel	no aromatic nitrogen (cannot coordinate the heme iron)
ertugliflozin	no aromatic nitrogen (cannot coordinate the heme iron)
erythritol	no aromatic nitrogen (cannot coordinate the heme iron)
erythromycin	51 heavy atoms > 45 (outside applicability domain)
erythromycin-estolate	55 heavy atoms > 45 (outside applicability domain)
erythromycin-ethylsuccinate	60 heavy atoms > 45 (outside applicability domain)
erythrosine	no aromatic nitrogen (cannot coordinate the heme iron)
esaprazole	no aromatic nitrogen (cannot coordinate the heme iron)
escin	79 heavy atoms > 45 (outside applicability domain)
escitalopram	no aromatic nitrogen (cannot coordinate the heme iron)
esculin	no aromatic nitrogen (cannot coordinate the heme iron)
eseroline-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
eslicarbazepine-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
esmolol	unparseable SMILES
esonarimod	unparseable SMILES
estetrol	no aromatic nitrogen (cannot coordinate the heme iron)
estradiol	no aromatic nitrogen (cannot coordinate the heme iron)
estradiol-3-O-sulfamate	no aromatic nitrogen (cannot coordinate the heme iron)
estradiol-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
estradiol-benzoate	no aromatic nitrogen (cannot coordinate the heme iron)
estradiol-cypionate	no aromatic nitrogen (cannot coordinate the heme iron)
estradiol-valerate	no aromatic nitrogen (cannot coordinate the heme iron)
estramustine	unparseable SMILES
estramustine-phosphate	no aromatic nitrogen (cannot coordinate the heme iron)
estriol	no aromatic nitrogen (cannot coordinate the heme iron)
estrone	no aromatic nitrogen (cannot coordinate the heme iron)
estropipate	no aromatic nitrogen (cannot coordinate the heme iron)
etacrynic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
etafenone	no aromatic nitrogen (cannot coordinate the heme iron)
etamsylate	no aromatic nitrogen (cannot coordinate the heme iron)
etebenecid	no aromatic nitrogen (cannot coordinate the heme iron)
eterobarb	no aromatic nitrogen (cannot coordinate the heme iron)
ethacizin	no aromatic nitrogen (cannot coordinate the heme iron)
ethambutol	no aromatic nitrogen (cannot coordinate the heme iron)
ethamivan	no aromatic nitrogen (cannot coordinate the heme iron)
ethanolamine-oleate	no aromatic nitrogen (cannot coordinate the heme iron)
ethenzamide	no aromatic nitrogen (cannot coordinate the heme iron)
ethinyl-estradiol	no aromatic nitrogen (cannot coordinate the heme iron)
ethisterone	no aromatic nitrogen (cannot coordinate the heme iron)
ethopabate	no aromatic nitrogen (cannot coordinate the heme iron)
ethosuximide	unparseable SMILES
ethotoin	no aromatic nitrogen (cannot coordinate the heme iron)
ethoxyquin	no aromatic nitrogen (cannot coordinate the heme iron)
ethyl-2-_carbamoyloxy_benzoate	no aromatic nitrogen (cannot coordinate the heme iron)
ethyl-paraben	no aromatic nitrogen (cannot coordinate the heme iron)
ethyl-pyruvate	no aromatic nitrogen (cannot coordinate the heme iron)
ethyl-vanillin	no aromatic nitrogen (cannot coordinate the heme iron)
ethylenediaminetetraacetic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
ethylnorepinephrine	unparseable SMILES
ethynodiol-diacetate	no aromatic nitrogen (cannot coordinate the heme iron)
eticlopride	no aromatic nitrogen (cannot coordinate the heme iron)
etidronic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
etifenin	no aromatic nitrogen (cannot coordinate the heme iron)
etifoxine	unparseable SMILES
etilefrine	no aromatic nitrogen (cannot coordinate the heme iron)
etilevodopa	no aromatic nitrogen (cannot coordinate the heme iron)
etodolac	unparseable SMILES
etofenamate	no aromatic nitrogen (cannot coordinate the heme iron)
etomoxir	no aromatic nitrogen (cannot coordinate the heme iron)
etonogestrel	no aromatic nitrogen (cannot coordinate the heme iron)
etoposide	no aromatic nitrogen (cannot coordinate the heme iron)
etoposide-phosphate	46 heavy atoms > 45 (outside applicability domain)
etosalamide	no aromatic nitrogen (cannot coordinate the heme iron)
etoxybamide	no aromatic nitrogen (cannot coordinate the heme iron)
etrabamine	unparseable SMILES
etretinate	no aromatic nitrogen (cannot coordinate the heme iron)
eucalyptol	no aromatic nitrogen (cannot coordinate the heme iron)
eucatropine	unparseable SMILES
eugenol	no aromatic nitrogen (cannot coordinate the heme iron)
EUK-134	unparseable SMILES
eupatilin	no aromatic nitrogen (cannot coordinate the heme iron)
evans-blue	unparseable SMILES
evenamide	no aromatic nitrogen (cannot coordinate the heme iron)
everolimus	unparseable SMILES
evocalcet	no aromatic nitrogen (cannot coordinate the heme iron)
evodiamine	unparseable SMILES
EVP-6124	no aromatic nitrogen (cannot coordinate the heme iron)
EX-527	unparseable SMILES
exalamide	no aromatic nitrogen (cannot coordinate the heme iron)
examorelin	65 heavy atoms > 45 (outside applicability domain)
exemestane	unparseable SMILES
exenatide	295 heavy atoms > 45 (outside applicability domain)
exifone	no aromatic nitrogen (cannot coordinate the heme iron)
exisulind	no aromatic nitrogen (cannot coordinate the heme iron)
EXO-1	no aromatic nitrogen (cannot coordinate the heme iron)
ezatiostat	no aromatic nitrogen (cannot coordinate the heme iron)
ezetimibe	no aromatic nitrogen (cannot coordinate the heme iron)
fagomine	no aromatic nitrogen (cannot coordinate the heme iron)
falecalcitriol	no aromatic nitrogen (cannot coordinate the heme iron)
famprofazone	unparseable SMILES
fananserin	no aromatic nitrogen (cannot coordinate the heme iron)
farnesyl-thiosalicylic-acid-amide	no aromatic nitrogen (cannot coordinate the heme iron)
faropenem	unparseable SMILES
faropenem-medoxomil	no aromatic nitrogen (cannot coordinate the heme iron)
fasoracetam	no aromatic nitrogen (cannot coordinate the heme iron)
FCE-22250	unparseable SMILES
febuprol	unparseable SMILES
felbamate	no aromatic nitrogen (cannot coordinate the heme iron)
felbinac	no aromatic nitrogen (cannot coordinate the heme iron)
felbinac-ethyl	no aromatic nitrogen (cannot coordinate the heme iron)
felodipine	unparseable SMILES
felypressin	72 heavy atoms > 45 (outside applicability domain)
fenaclon	no aromatic nitrogen (cannot coordinate the heme iron)
fenbufen	no aromatic nitrogen (cannot coordinate the heme iron)
fenclonine-___-_	no aromatic nitrogen (cannot coordinate the heme iron)
fendiline	no aromatic nitrogen (cannot coordinate the heme iron)
fenebrutinib	49 heavy atoms > 45 (outside applicability domain)
fenigam	unparseable SMILES
fenipentol	unparseable SMILES
fenobam	no aromatic nitrogen (cannot coordinate the heme iron)
fenofibrate	no aromatic nitrogen (cannot coordinate the heme iron)
fenofibric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
fenoldopam	no aromatic nitrogen (cannot coordinate the heme iron)
fenoprofen	no aromatic nitrogen (cannot coordinate the heme iron)
fenoterol	unparseable SMILES
fenoverine	no aromatic nitrogen (cannot coordinate the heme iron)
fenretinide	no aromatic nitrogen (cannot coordinate the heme iron)
fenspiride	no aromatic nitrogen (cannot coordinate the heme iron)
fenthion	no aromatic nitrogen (cannot coordinate the heme iron)
FERb-033	no aromatic nitrogen (cannot coordinate the heme iron)
ferroquine	unparseable SMILES
ferrostatin-1	no aromatic nitrogen (cannot coordinate the heme iron)
ferulic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
fesoterodine	no aromatic nitrogen (cannot coordinate the heme iron)
fexaramine	no aromatic nitrogen (cannot coordinate the heme iron)
fexofenadine	no aromatic nitrogen (cannot coordinate the heme iron)
FH-535	no aromatic nitrogen (cannot coordinate the heme iron)
FH1	no aromatic nitrogen (cannot coordinate the heme iron)
fidarestat	unparseable SMILES
fidaxomicin	unparseable SMILES
filanesib	no aromatic nitrogen (cannot coordinate the heme iron)
finasteride	no aromatic nitrogen (cannot coordinate the heme iron)
fingolimod	no aromatic nitrogen (cannot coordinate the heme iron)
fipexide	no aromatic nitrogen (cannot coordinate the heme iron)
fipronil	unparseable SMILES
firategrast	no aromatic nitrogen (cannot coordinate the heme iron)
firocoxib	no aromatic nitrogen (cannot coordinate the heme iron)
fisetin	no aromatic nitrogen (cannot coordinate the heme iron)
FIT	no aromatic nitrogen (cannot coordinate the heme iron)
FK-33-824	unparseable SMILES
FK-3311	no aromatic nitrogen (cannot coordinate the heme iron)
FK-409	unparseable SMILES
FK-962	no aromatic nitrogen (cannot coordinate the heme iron)
flavin-adenine-dinucleotide	unparseable SMILES
flavoxate	no aromatic nitrogen (cannot coordinate the heme iron)
flecainide	no aromatic nitrogen (cannot coordinate the heme iron)
FLI-06	unparseable SMILES
flindokalner	no aromatic nitrogen (cannot coordinate the heme iron)
floctafenine	unparseable SMILES
flopropione	no aromatic nitrogen (cannot coordinate the heme iron)
florfenicol	no aromatic nitrogen (cannot coordinate the heme iron)
fludrocortisone-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
fludroxycortide	no aromatic nitrogen (cannot coordinate the heme iron)
flufenamic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
flumecinol	unparseable SMILES
flumequine	unparseable SMILES
flumethasone	unparseable SMILES
flumethasone-pivalate	unparseable SMILES
flumexadol	unparseable SMILES
flunarizine	no aromatic nitrogen (cannot coordinate the heme iron)
flunisolide	unparseable SMILES
fluocinolone-acetonide	unparseable SMILES
fluocinonide	unparseable SMILES
fluorescein	no aromatic nitrogen (cannot coordinate the heme iron)
fluorometholone	unparseable SMILES
fluorometholone-acetate	unparseable SMILES
fluoromethylcholine	no aromatic nitrogen (cannot coordinate the heme iron)
fluoxetine	no aromatic nitrogen (cannot coordinate the heme iron)
flupentixol	no aromatic nitrogen (cannot coordinate the heme iron)
fluphenazine	no aromatic nitrogen (cannot coordinate the heme iron)
fluphenazine-decanoate	no aromatic nitrogen (cannot coordinate the heme iron)
fluprazine	no aromatic nitrogen (cannot coordinate the heme iron)
fluralaner	unparseable SMILES
flurbiprofen-___-_	unparseable SMILES
flurbiprofen-_S_-___	no aromatic nitrogen (cannot coordinate the heme iron)
flurbiprofen-axetil	unparseable SMILES
flurizan	no aromatic nitrogen (cannot coordinate the heme iron)
flurofamide	no aromatic nitrogen (cannot coordinate the heme iron)
flurothyl	no aromatic nitrogen (cannot coordinate the heme iron)
fluroxene	no aromatic nitrogen (cannot coordinate the heme iron)
fluspirilene	no aromatic nitrogen (cannot coordinate the heme iron)
flutamide	no aromatic nitrogen (cannot coordinate the heme iron)
fluticasone-propionate	unparseable SMILES
fluvoxamine	no aromatic nitrogen (cannot coordinate the heme iron)
fmoc-L-leucine	no aromatic nitrogen (cannot coordinate the heme iron)
fomocaine	no aromatic nitrogen (cannot coordinate the heme iron)
fondaparinux	91 heavy atoms > 45 (outside applicability domain)
foretinib	46 heavy atoms > 45 (outside applicability domain)
formestane	unparseable SMILES
formononetin	no aromatic nitrogen (cannot coordinate the heme iron)
formoterol	no aromatic nitrogen (cannot coordinate the heme iron)
forskolin	no aromatic nitrogen (cannot coordinate the heme iron)
fosamprenavir	no aromatic nitrogen (cannot coordinate the heme iron)
