cid	smiles	pchembl	n_records	types	heavy	verdict	max_tc	nearest_active	in_domain
CHEMBL2370666	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CCN)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)O1	8.22	1	IC50	106	out-of-scope	0.121	posaconazole	False
CHEMBL2370668	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1	7.62	1	IC50	109	out-of-scope	0.138	ketoconazole	False
CHEMBL2371681	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCN)C(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1	9.7	1	IC50	125	out-of-scope	0.115	ketoconazole	False
CHEMBL2371715	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](N)CCCN)C(=O)O1	9.08	1	IC50	120	out-of-scope	0.117	ketoconazole	False
CHEMBL2371727	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@@H](N)CCCN)C(=O)O1	9.05	1	IC50	120	out-of-scope	0.117	ketoconazole	False
CHEMBL2371765	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)[C@@H](CCCN)N(CCN)CCN)C(=O)O1	9.2	1	IC50	122	out-of-scope	0.114	ketoconazole	False
CHEMBL2371766	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1	9.05	1	IC50	122	out-of-scope	0.114	ketoconazole	False
CHEMBL2372825	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CCCCN)C(N)=O	4.84	1	IC50	65	out-of-domain	0.096	efinaconazole	False
CHEMBL2372827	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1c[nH]cn1)C(N)=O	5.16	2	IC50	66	out-of-domain	0.102	bifonazole	False
CHEMBL2372828	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(N)=O	4.47	1	IC50	60	out-of-domain	0.098	bifonazole	False
CHEMBL2372835	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(N)=O	4.8	1	IC50	68	out-of-domain	0.105	butoconazole	False
CHEMBL2372836	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(N)=O	4.6	1	IC50	70	out-of-domain	0.102	bifonazole	False
CHEMBL2372844	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CCC(N)=O)C(N)=O	4.52	1	IC50	65	out-of-domain	0.097	bifonazole	False
CHEMBL2372850	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O	4.29	1	IC50	63	out-of-domain	0.108	posaconazole	False
CHEMBL2372852	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CCSC)C(N)=O	4.61	1	IC50	64	out-of-domain	0.096	efinaconazole	False
CHEMBL2372853	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CC(C)C)C(N)=O	4.83	1	IC50	64	out-of-domain	0.098	bifonazole	False
CHEMBL2372855	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O	4.86	1	IC50	67	out-of-domain	0.102	bifonazole	False
CHEMBL2387201	CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)CCN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1	8.55	1	IC50	83	out-of-domain	0.158	posaconazole	False
CHEMBL2387202	CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1	8.36	1	IC50	81	out-of-domain	0.166	posaconazole	False
CHEMBL2387203	CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	7.75	1	IC50	76	out-of-scope	0.12	posaconazole	False
CHEMBL2387205	CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1	7.46	1	IC50	84	out-of-domain	0.157	posaconazole	False
CHEMBL2402008	COc1ccc(/C=C2\OC(=O)C([C@@H](O)c3cc(Br)c(OC)c(Br)c3)=C2c2cc(Br)c(O)c(Br)c2)cc1	4.76	1	IC50	36	out-of-scope	0.126	posaconazole	False
CHEMBL2402010	COC(=O)/C(C(=O)c1cc(Br)c(O)c(Br)c1)=C(\C(=O)OC)c1cc(Br)c(O)c(Br)c1	4.12	1	IC50	30	out-of-scope	0.1	ketoconazole	False
CHEMBL3037784	CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	7.305	2	IC50	75	out-of-scope	0.121	posaconazole	False
CHEMBL3038230	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)[C@H](C)CC)C(N)=O	4.34	1	IC50	64	out-of-domain	0.102	bifonazole	False
CHEMBL3085546	NCCCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(N)=O	4.54	3	IC50	67	out-of-domain	0.106	bifonazole	False
CHEMBL3234115	COc1ccc(-c2ccccc2)cc1C(C)C#Cc1c(C)nc(N)nc1N	7.52	1	IC50	27	in-envelope-novel	0.188	bifonazole	True
CHEMBL3234116	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccccc2)cc1OC	7.31	1	IC50	28	in-envelope-novel	0.179	bifonazole	True
CHEMBL3234117	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccncc2)cc1OC	7.48	1	IC50	28	in-envelope-novel	0.165	isavuconazole	True
CHEMBL3234118	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(O)cc2)cc1OC	7.41	1	IC50	29	in-envelope-novel	0.153	isavuconazole	True
CHEMBL3234119	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C)cc2)cc1OC	7.32	1	IC50	29	in-envelope-novel	0.143	isavuconazole	True
CHEMBL3234120	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C#N)cc2)cc1OC	7.3	1	IC50	30	in-envelope-novel	0.223	isavuconazole	True
CHEMBL3234317	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(OC(N)=O)cc2)cc1OC	7.75	1	IC50	32	in-envelope-novel	0.144	isavuconazole	True
CHEMBL3234318	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C(=O)OC)cc2)cc1OC	7.34	1	IC50	32	in-envelope-novel	0.146	isavuconazole	True
CHEMBL3234319	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(N(C)C)cc2)cc1OC	7.19	1	IC50	31	in-envelope-novel	0.139	isavuconazole	True
CHEMBL3234320	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(F)cc2)cc1OC	7.37	1	IC50	29	in-envelope-novel	0.189	isavuconazole	True
CHEMBL3234321	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccccc2)cc1	7.64	1	IC50	26	in-envelope-novel	0.25	bifonazole	True
CHEMBL3234322	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccccc2)nc1	7.26	1	IC50	26	in-envelope-novel	0.188	bifonazole	True
CHEMBL3234323	CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C)cc2)nc1	7.31	1	IC50	27	in-envelope-novel	0.158	isavuconazole	True
CHEMBL3234324	CCc1nc(N)nc(N)c1C#CC(C)c1cnc(-c2ccccc2)nc1	7.43	1	IC50	26	in-envelope-novel	0.175	bifonazole	True
CHEMBL3261880	CC(C)=CCC/C(C)=C/CNCCOC1C2CC3CC(C2)CC1C3	4.44	1	IC50	24	out-of-scope	0.081	ketoconazole	False
CHEMBL3261883	CC(C)=CCC/C(C)=C/CNCCCOC1C2CC3CC(C2)CC1C3	4.72	1	IC50	25	out-of-scope	0.08	posaconazole	False
CHEMBL3261884	CC(C)=CCC/C(C)=C/C[N+](C)(C)CCOC1C2CC3CC(C2)CC1C3.[I-]	4.43	1	IC50	27	out-of-scope	0.079	ketoconazole	False
CHEMBL3261888	CC(C)=CCC/C(C)=C/CNCCOc1ccccc1	4.13	1	IC50	20	out-of-scope	0.117	ketoconazole	False
CHEMBL3261889	CC(C)=CCC/C(C)=C/CNCCOc1cccc2ccccc12	4.43	1	IC50	24	out-of-scope	0.128	sertaconazole	False
CHEMBL3261890	CC(C)=CCC/C(C)=C/CNCCO[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C	4.72	1	IC50	24	out-of-scope	0.075	ketoconazole	False
CHEMBL3344123	CC[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	5.96	1	IC50	56	out-of-scope	0.113	posaconazole	False
CHEMBL3344124	CC[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)CO	5.82	1	IC50	54	out-of-scope	0.113	posaconazole	False
CHEMBL3344125	CC[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	5.13	2	IC50	59	out-of-scope	0.119	posaconazole	False
CHEMBL3344126	CC[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)CO	5.155	2	IC50	57	out-of-scope	0.119	posaconazole	False
CHEMBL3344127	CCC(C)CC(C)CC(C)C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(C)/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)CC(=O)O	5.3	1	IC50	43	out-of-scope	0.121	posaconazole	False
CHEMBL3344128	CC[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](C)CO	5.22	2	IC50	63	out-of-scope	0.119	posaconazole	False
CHEMBL3344129	CC[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](O)[C@@H](C)C(=O)O	5.62	1	IC50	49	out-of-scope	0.123	posaconazole	False
CHEMBL3359320	CCC(C)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21	5.965	2	IC50	24	in-envelope-novel	0.194	miconazole	True
CHEMBL3596266	CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](OCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	9.0	1	IC50	77	out-of-scope	0.131	posaconazole	False
CHEMBL3739708	CC(C)c1ccc2c(c1)C(=O)CC1C(C)(C)[C@@H](O)CC[C@]21C	4.01	1	IC50	22	out-of-scope	0.14	posaconazole	False
CHEMBL3779930	Cc1ccc2nc(Cl)c(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)cc2c1	4.29	1	IC50	34	in-envelope-novel	0.146	sertaconazole	True
CHEMBL3780193	CC1(C)CC(=O)C2=C(C1)n1c(=O)c3ccccc3c(=O)n1C2c1cc2ccccc2n2nnnc12	4.3	1	IC50	35	in-envelope-novel	0.11	sertaconazole	True
CHEMBL3780280	Cc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)c3nnnn3c2c1	4.17	1	IC50	36	in-envelope-novel	0.106	sertaconazole	True
CHEMBL3780291	Cc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)c(Cl)nc2c1	4.3	1	IC50	34	in-envelope-novel	0.146	sertaconazole	True
CHEMBL3780328	Cc1ccc2c(c1)cc(C1C3=C(CC(C)(C)CC3=O)n3c(=O)c4ccccc4c(=O)n31)c1nnnn12	4.15	1	IC50	36	in-envelope-novel	0.106	sertaconazole	True
CHEMBL3780333	COc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)c(Cl)nc2c1	4.46	1	IC50	35	in-envelope-novel	0.155	ketoconazole	True
CHEMBL3780439	COc1ccc2nc(Cl)c(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)cc2c1	4.44	1	IC50	35	in-envelope-novel	0.155	ketoconazole	True
CHEMBL3781097	CC1(C)CC(=O)C2=C(C1)n1c(=O)c3ccccc3c(=O)n1C2c1cc2ccccc2nc1Cl	4.1	1	IC50	33	in-envelope-novel	0.152	sertaconazole	True
CHEMBL3781116	COc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)c3nnnn3c2c1	4.36	1	IC50	37	in-envelope-novel	0.128	ketoconazole	True
CHEMBL3781486	Cc1cccc2cc(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)c(Cl)nc12	4.43	1	IC50	34	in-envelope-novel	0.16	sertaconazole	True
CHEMBL3781750	COc1ccc2c(c1)cc(C1C3=C(CC(C)(C)CC3=O)n3c(=O)c4ccccc4c(=O)n31)c1nnnn12	4.09	1	IC50	37	in-envelope-novel	0.128	ketoconazole	True
CHEMBL3781826	Cc1cccc2cc(C3C4=C(CC(C)(C)CC4=O)n4c(=O)c5ccccc5c(=O)n43)c3nnnn3c12	4.21	1	IC50	36	in-envelope-novel	0.124	luliconazole	True
CHEMBL3883463	Cc1c(Cl)ccc2c1NC(=O)[C@@]21[C@H]2C(=O)N(c3ccccc3)C(=O)[C@H]2[C@H]2CN(C(=O)OCc3ccccc3)CCN21	9.52	1	EC50	41	out-of-scope	0.204	ketoconazole	False
CHEMBL3883789	COc1cc(Br)ccc1-n1cc(C(=O)N[C@@H](CCCCNC(=O)OCc2ccccc2Cl)C(=O)NCCC2=CCCCC2)c2ccccc2c1=O	7.64	1	EC50	51	out-of-domain	0.149	butoconazole	False
CHEMBL3883818	COc1cc(Br)ccc1-n1cc(C(=O)NCC(=O)NCCC2=CCCCC2)c2ccccc2c1=O	8.22	3	EC50	35	in-envelope-novel	0.108	ketoconazole	True
CHEMBL3884009	COc1cc(Br)ccc1-n1nc(C(=O)NCC(=O)NCCC2=CCCCC2)c2ccccc2c1=O	8.4	3	EC50	35	in-envelope-novel	0.114	fenticonazole	True
CHEMBL3884037	COc1cc(Br)ccc1-n1cc(C(=O)NCC(=O)NCCC2=CCCCC2)c2ccc(Br)cc2c1=O	8.52	1	EC50	36	in-envelope-novel	0.109	ketoconazole	True
CHEMBL3885047	COc1ccc(-n2cc(C(=O)NCC(=O)NCCC3=CCCCC3)c3ccccc3c2=O)c(OC)c1	7.48	1	EC50	36	in-envelope-novel	0.128	ketoconazole	True
CHEMBL3885063	COc1cc(Br)ccc1-n1cc(C(=O)NCC(=O)NCCC2=CCCCC2)c2sccc2c1=O	6.64	1	EC50	34	in-envelope-novel	0.108	sertaconazole	True
CHEMBL3885144	COc1cc(Br)ccc1-n1cc(C(=O)NCCc2ccccc2)c2ccccc2c1=O	6.66	1	EC50	31	in-envelope-novel	0.145	butoconazole	True
CHEMBL3885167	COc1cc(C)ccc1-n1cc(C(=O)NCC(=O)NCCC2=CCCCC2)c2ccccc2c1=O	7.19	1	EC50	35	in-envelope-novel	0.109	ketoconazole	True
CHEMBL3885266	COc1cc(Br)ccc1-n1cc(C(=O)NCC(=O)NCCc2ccccc2)c2ccccc2c1=O	7.7	1	EC50	35	in-envelope-novel	0.136	butoconazole	True
CHEMBL3956672	O=Cc1c(O)cc(O)c(C(=O)/C=C/c2ccccc2)c1O	4.16	1	IC50	21	out-of-scope	0.105	bifonazole	False
CHEMBL4059769	CCCCCCC[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H]1C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O[C@@H]1C	5.34	1	IC50	79	out-of-scope	0.108	posaconazole	False
CHEMBL4062764	O=C1/C(=C/c2ccccn2)Oc2ccccc21	4.75	1	IC50	17	in-envelope-novel	0.13	bifonazole	True
CHEMBL4063433	CCCCCCCCCC(=O)[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]2CS[C@H]1CNC2=O	5.47	1	IC50	50	out-of-scope	0.118	ketoconazole	False
CHEMBL4065722	Cc1c(CN2CCC3(CCCN(Cc4ccc(C(C)C)cc4)C3=O)C2)cnn1C	5.5	1	IC50	29	in-envelope-novel	0.158	itraconazole	True
CHEMBL4066566	CCCCCCC[C@@H]1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O1	5.11	1	IC50	52	out-of-scope	0.138	posaconazole	False
CHEMBL4068540	CCCCCCCCCC(=O)[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CS[C@H]1CNC2=O	5.04	1	IC50	51	out-of-scope	0.129	posaconazole	False
CHEMBL4070775	CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CCC3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+]	5.19	1	IC50	48	out-of-scope	0.123	ketoconazole	False
CHEMBL4071755	Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O	4.52	1	IC50	16	out-of-scope	0.138	butoconazole	False
CHEMBL4074341	CC(C)c1ccc(CN2CCCC3(CCN(CC4CCSCC4)C3)C2=O)cc1	5.47	1	IC50	28	out-of-scope	0.171	itraconazole	False
CHEMBL4074673	CCCCCCC[C@@H]1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O1	4.54	1	IC50	53	out-of-scope	0.137	posaconazole	False
CHEMBL4076749	CCCCC[C@@H]1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O1	4.87	1	IC50	50	out-of-scope	0.14	posaconazole	False
CHEMBL4077578	CO[C@@H]1c2cc3c4c([nH]c3cc2C2=CC(C)(C)OC(C)(C)[C@H]21)[C@@]1(C)[C@@](C)(CC[C@@]2(O)C3=CC(=O)[C@@H]5O[C@@]3(CC[C@]12C)OC5(C)C)C4	5.12	1	IC50	46	out-of-domain	0.107	ketoconazole	False
CHEMBL4077877	O=C(Cn1nc(C(F)(F)F)c2c(-c3ccccc3)c3ccccc3nc21)NCCN1CCNCC1	5.29	1	IC50	35	in-envelope-novel	0.127	bifonazole	True
